,meandom,class
sample2239,0.482291667,female
sample2240,0.571514423,female
sample2241,0.524639423,female
sample2242,0.452256944,female
sample2243,0.533110119,female
sample2244,1.05,female
sample2245,0.231971154,female
sample2246,0.236886161,female
sample2247,0.559326172,female
sample2248,0.395559211,female
sample2249,0.274147727,female
sample2250,0.241071429,female
sample2251,0.239809783,female
sample2252,0.251602564,female
sample2253,0.261914063,female
sample2254,0.234130859,female
sample2255,0.556525735,female
sample2256,1.290798611,female
sample2257,0.458881579,female
sample2258,1.204427083,female
sample2259,0.4046875,female
sample2260,0.735839844,female
sample2261,0.732928241,female
sample2262,0.515625,female
sample2263,0.336292614,female
sample2264,1.957694575,female
sample2265,1.12549867,female
sample2266,1.042719415,female
sample2267,1.0359375,female
sample2268,1.311458333,female
sample2269,2.676988636,female
sample2270,1.158353365,female
sample2271,1.258246528,female
sample2272,0.861328125,female
sample2273,0.984809028,female
sample2274,1.150026483,female
sample2275,1.049202128,female
sample2276,1.118938578,female
sample2277,1.189002404,female
sample2278,1.888183594,female
sample2279,1.31349734,female
sample2280,0.947544643,female
sample2281,1.74375,female
sample2282,0.787860577,female
sample2283,1.818558673,female
sample2284,1.412109375,female
sample2285,2.059895833,female
sample2286,0.821484375,female
sample2287,0.499273256,female
sample2288,1.986816406,female
sample2289,1.443978659,female
sample2290,1.228365385,female
sample2291,1.921875,female
sample2292,1.278161337,female
sample2293,0.429332386,female
sample2294,1.5421875,female
sample2295,1.171432783,female
sample2296,1.988769531,female
sample2297,1.330078125,female
sample2298,2.12652439,female
sample2299,1.392857143,female
sample2300,0.826388889,female
sample2301,2.026147959,female
sample2302,0.946614583,female
sample2303,0.930803571,female
sample2304,1.573660714,female
sample2305,1.40013587,female
sample2306,1.015625,female
sample2307,1.2,female
sample2308,1.411556604,female
sample2309,1.110224185,female
sample2310,1.411414195,female
sample2311,1.178960756,female
sample2312,1.182397959,female
sample2313,0.935461957,female
sample2314,0.883806818,female
sample2315,0.966686321,female
sample2316,0.597146739,female
sample2317,1.308933424,female
sample2318,1.068229167,female
sample2319,0.940358232,female
sample2320,1.270507813,female
sample2321,1.596354167,female
sample2322,1.022949219,female
sample2323,2.072916667,female
sample2324,2.169819079,female
sample2325,1.028645833,female
sample2326,1.372395833,female
sample2327,2.0703125,female
sample2328,1.648105053,female
sample2329,1.449375,female
sample2330,1.309442935,female
sample2331,1.405273438,female
sample2332,0.8359375,female
sample2333,0.818080357,female
sample2334,1.524305556,female
sample2335,2.13231383,female
sample2336,0.706571691,female
sample2337,1.828125,female
sample2338,1.238970588,female
sample2339,1.213199013,female
sample2340,1.095578457,female
sample2341,1.412224265,female
sample2342,1.240513393,female
sample2343,2.288628472,female
sample2344,1.147170608,female
sample2345,1.955030488,female
sample2346,1.876674107,female
sample2347,1.350911458,female
sample2348,1.545410156,female
sample2349,0.8578125,female
sample2350,1.194222384,female
sample2351,0.87279212,female
sample2352,1.271364796,female
sample2353,1.567764946,female
sample2354,1.931349734,female
sample2355,1.249479167,female
sample2356,1.234556686,female
sample2357,1.179332386,female
sample2358,1.30640625,female
sample2359,0.882568359,female
sample2360,1.891544118,female
sample2361,1.208789063,female
sample2362,1.353889628,female
sample2363,1.480674342,female
sample2364,0.90625,female
sample2365,1.1484375,female
sample2366,0.789273649,female
sample2367,1.408743351,female
sample2368,1.350097656,female
sample2369,1.076822917,female
sample2370,1.689891582,female
sample2371,1.736143868,female
sample2372,1.272321429,female
sample2373,1.039425872,female
sample2374,2.095525568,female
sample2375,1.597478693,female
sample2376,1.655729167,female
sample2377,1.083639706,female
sample2378,2.496811224,female
sample2379,1.379011824,female
sample2380,0.848575368,female
sample2381,1.130859375,female
sample2382,0.992852394,female
sample2383,1.469308036,female
sample2384,1.488553779,female
sample2385,1.4765625,female
sample2386,1.497829861,female
sample2387,1.362912736,female
sample2388,1.99119016,female
sample2389,1.227764423,female
sample2390,0.702368952,female
sample2391,2.084872159,female
sample2392,0.728557181,female
sample2393,1.405761719,female
sample2394,1.925551471,female
sample2395,1.374202806,female
sample2396,0.820898438,female
sample2397,1.936336436,female
sample2398,1.141113281,female
sample2399,1.783007813,female
sample2400,1.444972826,female
sample2401,1.854980469,female
sample2402,1.036317568,female
sample2403,1.073167067,female
sample2404,1.925551471,female
sample2405,1.426011029,female
sample2406,1.145007622,female
sample2407,0.662234043,female
sample2408,2.248046875,female
sample2409,1.119140625,female
sample2410,1.385044643,female
sample2411,1.774902344,female
sample2412,1.012300532,female
sample2413,1.335379464,female
sample2414,1.695675872,female
sample2415,1.921386719,female
sample2416,1.060267857,female
sample2417,1.24375,female
sample2418,1.029349662,female
sample2419,1.835258152,female
sample2420,1.249830163,female
sample2421,1.260416667,female
sample2422,1.3203125,female
sample2423,1.190529337,female
sample2424,1.873958333,female
sample2425,1.719238281,female
sample2426,2.544270833,female
sample2427,1.131138393,female
sample2428,1.931046196,female
sample2429,1.000558036,female
sample2430,1.077059659,female
sample2431,2.15625,female
sample2432,1.073317308,female
sample2433,1.436311141,female
sample2434,2.21484375,female
sample2435,1.423076923,female
sample2436,1.840561224,female
sample2437,1.998653017,female
sample2438,1.0734375,female
sample2439,2.28609375,female
sample2440,2.408653846,female
sample2441,0.689405488,female
sample2442,2.142857143,female
sample2443,1.219983553,female
sample2444,1.566964286,female
sample2445,1.38515625,female
sample2446,1.055481992,female
sample2447,1.116727941,female
sample2448,1.244140625,female
sample2449,1.47234375,female
sample2450,1.678125,female
sample2451,1.355646307,female
sample2452,1.320675872,female
sample2453,0.825585938,female
sample2454,1.494260204,female
sample2455,0.50859375,female
sample2456,1.788174716,female
sample2457,1.742852394,female
sample2458,1.023074128,female
sample2459,1.431525735,female
sample2460,1.847395833,female
sample2461,2.059795673,female
sample2462,1.357380319,female
sample2463,0.883928571,female
sample2464,1.375887784,female
sample2465,1.011488971,female
sample2466,0.85952524,female
sample2467,0.825218023,female
sample2468,1.17375,female
sample2469,0.475534539,female
sample2470,1.690770349,female
sample2471,1.624565972,female
sample2472,1.493303571,female
sample2473,1.589154412,female
sample2474,1.379788306,female
sample2475,1.275735294,female
sample2476,1.2984375,female
sample2477,1.157924107,female
sample2478,0.95184949,female
sample2479,0.75375,female
sample2480,0.927933673,female
sample2481,1.166294643,female
sample2482,1.24624399,female
sample2483,1.2525,female
sample2484,1.373591189,female
sample2485,1.330528846,female
sample2486,1.751838235,female
sample2487,2.030965909,female
sample2488,1.408547794,female
sample2489,0.962402344,female
sample2490,1.532366071,female
sample2491,0.996512277,female
sample2492,1.503989362,female
sample2493,1.239889706,female
sample2494,0.9525,female
sample2495,0.966264205,female
sample2496,1.077674279,female
sample2497,1.044497283,female
sample2498,1.10953125,female
sample2499,1.407206633,female
sample2500,1.208533654,female
sample2501,1.192216981,female
sample2502,0.861979167,female
sample2503,0.649639423,female
sample2504,2.153808594,female
sample2505,0.590625,female
sample2506,1.2028125,female
sample2507,1.338994565,female
sample2508,1.68203125,female
sample2509,1.614940068,female
sample2510,0.788651316,female
sample2511,1.828480114,female
sample2512,1.8125,female
sample2513,2.591579861,female
sample2514,1.518359375,female
sample2515,2.174665179,female
sample2516,1.24660967,female
sample2517,1.95577567,female
sample2518,1.507653061,female
sample2519,1.782441737,female
sample2520,1.389361213,female
sample2521,1.616642442,female
sample2522,1.299632353,female
sample2523,1.474051339,female
sample2524,1.069148936,female
sample2525,1.909492925,female
sample2526,0.907752404,female
sample2527,1.591517857,female
sample2528,1.501399254,female
sample2529,1.574609375,female
sample2530,1.26512633,female
sample2531,1.221679688,female
sample2532,1.411236702,female
sample2533,1.613207547,female
sample2534,1.597470238,female
sample2535,1.265625,female
sample2536,1.735608553,female
sample2537,1.803786058,female
sample2538,1.115625,female
sample2539,1.346550708,female
sample2540,1.036658654,female
sample2541,1.509698276,female
sample2542,1.614746094,female
sample2543,2.183667453,female
sample2544,1.522553066,female
sample2545,1.687897246,female
sample2546,0.85407839,female
sample2547,1.79296875,female
sample2548,1.317555147,female
sample2549,1.209558824,female
sample2550,1.573545259,female
sample2551,2.121757075,female
sample2552,1.092275943,female
sample2553,1.849028716,female
sample2554,1.19125601,female
sample2555,0.910714286,female
sample2556,1.680226293,female
sample2557,0.956779234,female
sample2558,1.123535156,female
sample2559,1.443004261,female
sample2560,1.411998821,female
sample2561,1.065848214,female
sample2562,1.94838627,female
sample2563,1.318638393,female
sample2564,2.041725852,female
sample2565,0.914620536,female
sample2566,1.614462209,female
sample2567,0.885267857,female
sample2568,1.391680743,female
sample2569,0.66875,female
sample2570,0.895198171,female
sample2571,1.974451014,female
sample2572,0.939453125,female
sample2573,1.475945724,female
sample2574,1.529641544,female
sample2575,1.497532895,female
sample2576,1.169806985,female
sample2577,2.122043919,female
sample2578,0.926339286,female
sample2579,2.417317708,female
sample2580,0.752268145,female
sample2581,2.515443314,female
sample2582,1.74609375,female
sample2583,0.71875,female
sample2584,1.536389803,female
sample2585,2.229029605,female
sample2586,1.217371324,female
sample2587,1.487946429,female
sample2588,1.466751453,female
sample2589,1.420758929,female
sample2590,1.306985294,female
sample2591,1.562333777,female
sample2592,2.957682292,female
sample2593,1.560267857,female
sample2594,1.052678571,female
sample2595,1.326923077,female
sample2596,1.935416667,female
sample2597,1.929306402,female
sample2598,1.916424419,female
sample2599,1.66722973,female
sample2600,1.236672794,female
sample2601,1.937711149,female
sample2602,1.790178571,female
sample2603,2.002604167,female
sample2604,0.908035714,female
sample2605,1.111391129,female
sample2606,1.068892045,female
sample2607,1.24296875,female
sample2608,1.571875,female
sample2609,0.900965074,female
sample2610,0.725976563,female
sample2611,2.388444767,female
sample2612,2.204358553,female
sample2613,1.35546875,female
sample2614,1.025045956,female
sample2615,1.725109012,female
sample2616,1.9921875,female
sample2617,0.898615057,female
sample2618,1.575137868,female
sample2619,1.811132813,female
sample2620,1.816692073,female
sample2621,2.514160156,female
sample2622,1.618785511,female
sample2623,0.795454545,female
sample2624,1.587688578,female
sample2625,0.893554688,female
sample2626,1.262207031,female
sample2627,1.995888158,female
sample2628,1.344726563,female
sample2629,0.567595109,female
sample2630,0.947150735,female
sample2631,1.677329009,female
sample2632,1.64390625,female
sample2633,1.134566327,female
sample2634,1.38234375,female
sample2635,2.27290483,female
sample2636,1.121744792,female
sample2637,1.21875,female
sample2638,1.177019817,female
sample2639,1.862463663,female
sample2640,0.629011824,female
sample2641,1.164930556,female
sample2642,1.505701014,female
sample2643,0.892382813,female
sample2644,2.410235969,female
sample2645,1.228870739,female
sample2646,0.79453125,female
sample2647,1.16015625,female
sample2648,0.883042279,female
sample2649,1.196514423,female
sample2650,1.040039063,female
sample2651,0.787728659,female
sample2652,1.192819149,female
sample2653,0.757366071,female
sample2654,0.853515625,female
sample2655,1.543457031,female
sample2656,0.714527027,female
sample2657,0.947544643,female
sample2658,0.551846591,female
sample2659,1.480363176,female
sample2660,1.397727273,female
sample2661,0.631510417,female
sample2662,0.74400436,female
sample2663,1.118229167,female
sample2664,0.890625,female
sample2665,2.176081731,female
sample2666,1.439368207,female
sample2667,1.530061141,female
sample2668,0.877232143,female
sample2669,1.296415441,female
sample2670,1.181490385,female
sample2671,1.099028716,female
sample2672,0.961956522,female
sample2673,1.183333333,female
sample2674,0.577083333,female
sample2675,1.914789244,female
sample2676,1.988458807,female
sample2677,1.176235465,female
sample2678,1.592045455,female
sample2679,0.655771684,female
sample2680,0.598214286,female
sample2681,1.731382979,female
sample2682,0.992365057,female
sample2683,1.924958882,female
sample2684,1.40953125,female
sample2685,1.26046875,female
sample2686,1.304199219,female
sample2687,1.887784091,female
sample2688,0.925531915,female
sample2689,1.449424342,female
sample2690,1.113502358,female
sample2691,0.897460938,female
sample2692,1.80890625,female
sample2693,1.190789474,female
sample2694,2.076208726,female
sample2695,1.245793269,female
sample2696,1.492633929,female
sample2697,2.065369898,female
sample2698,2.0625,female
sample2699,1.227163462,female
sample2700,1.527604167,female
sample2701,1.18984375,female
sample2702,1.59890625,female
sample2703,1.220552885,female
sample2704,1.680245536,female
sample2705,1.70703125,female
sample2706,1.36875,female
sample2707,1.78515625,female
sample2708,2.43650266,female
sample2709,2.4921875,female
sample2710,1.689732143,female
sample2711,1.224609375,female
sample2712,2.061990489,female
sample2713,1.91068892,female
sample2714,1.930889423,female
sample2715,0.815917969,female
sample2716,1.256510417,female
sample2717,1.486683239,female
sample2718,1.394230769,female
sample2719,1.817223837,female
sample2720,0.861177885,female
sample2721,1.415039063,female
sample2722,1.122596154,female
sample2723,1.050685976,female
sample2724,1.752790179,female
sample2725,1.041503906,female
sample2726,0.756696429,female
sample2727,0.9140625,female
sample2728,1.286132813,female
sample2729,1.8125,female
sample2730,2.516474185,female
sample2731,2.12890625,female
sample2732,1.405598958,female
sample2733,1.740056818,female
sample2734,0.473894817,female
sample2735,1.601367188,female
sample2736,1.692950581,female
sample2737,1.691964286,female
sample2738,1.79211128,female
sample2739,1.586348684,female
sample2740,1.973736702,female
sample2741,1.662259615,female
sample2742,0.604440789,female
sample2743,1.90962358,female
sample2744,2.139445755,female
sample2745,1.015024038,female
sample2746,1.318359375,female
sample2747,0.692123724,female
sample2748,0.708864796,female
sample2749,2.076208726,female
sample2750,1.303977273,female
sample2751,1.225665984,female
sample2752,2.094113372,female
sample2753,1.056152344,female
sample2754,0.832280585,female
sample2755,1.6875,female
sample2756,1.119977679,female
sample2757,1.032528409,female
sample2758,0.932513298,female
sample2759,1.140997024,female
sample2760,1.272058824,female
sample2761,0.702682783,female
sample2762,1.081163194,female
sample2763,0.993669181,female
sample2764,1.026367188,female
sample2765,1.603430707,female
sample2766,1.305959302,female
sample2767,2.284943182,female
sample2768,1.115171371,female
sample2769,0.886513158,female
sample2770,1.388671875,female
sample2771,0.729567308,female
sample2772,0.812988281,female
sample2773,1.199573864,female
sample2774,1.611228814,female
sample2775,1.15234375,female
sample2776,1.706779234,female
sample2777,1.372983871,female
sample2778,1.484002976,female
sample2779,1.013327206,female
sample2780,1.658967391,female
sample2781,1.469809322,female
sample2782,0.57421875,female
sample2783,1.637899709,female
sample2784,1.537146226,female
sample2785,1.081107955,female
sample2786,1.566310976,female
sample2787,1.576450893,female
sample2788,1.568543632,female
sample2789,1.675520833,female
sample2790,0.533511513,female
sample2791,1.273603723,female
sample2792,1.280649038,female
sample2793,1.940805288,female
sample2794,1.7078125,female
sample2795,1.151654412,female
sample2796,1.6453125,female
sample2797,0.939012097,female
sample2798,1.337289663,female
sample2799,1.680959302,female
sample2800,1.55078125,female
sample2801,1.654146635,female
sample2802,1.104352679,female
sample2803,0.747395833,female
sample2804,1.651147959,female
sample2805,1.53125,female
sample2806,1.623046875,female
sample2807,1.278362772,female
sample2808,1.228236607,female
sample2809,1.295686141,female
sample2810,1.595833333,female
sample2811,1.775082237,female
sample2812,1.793207908,female
sample2813,1.041772959,female
sample2814,1.455915179,female
sample2815,1.22503811,female
sample2816,1.615835337,female
sample2817,1.2271875,female
sample2818,1.604352679,female
sample2819,1.310461957,female
sample2820,1.052246094,female
sample2821,1.610677083,female
sample2822,1.31776148,female
sample2823,0.86665483,female
sample2824,1.030273438,female
sample2825,2.004807692,female
sample2826,1.054245283,female
sample2827,1.018168605,female
sample2828,1.45,female
sample2829,0.793048469,female
sample2830,0.667668269,female
sample2831,1.233173077,female
sample2832,1.773290094,female
sample2833,1.53568892,female
sample2834,0.787609012,female
sample2835,1.1671875,female
sample2836,1.161132813,female
sample2837,1.444550305,female
sample2838,0.987723214,female
sample2839,1.633370536,female
sample2840,1.0434375,female
sample2841,2.520148026,female
sample2842,2.414572011,female
sample2843,0.99662642,female
sample2844,1.261284722,female
sample2845,1.580915179,female
sample2846,1.380729167,female
sample2847,1.736586085,female
sample2848,0.992506378,female
sample2849,1.4828125,female
sample2850,1.089557927,female
sample2851,0.794016768,female
sample2852,1.336894133,female
sample2853,1.815104167,female
sample2854,2.253038194,female
sample2855,1.352741745,female
sample2856,1.306783537,female
sample2857,0.672044837,female
sample2858,1.242621528,female
sample2859,1.268118351,female
sample2860,1.2759375,female
sample2861,1.504934211,female
sample2862,1.549431818,female
sample2863,1.779255319,female
sample2864,1.381097561,female
sample2865,1.123242188,female
sample2866,0.908052885,female
sample2867,0.910524764,female
sample2868,1.071354167,female
sample2869,0.854651163,female
sample2870,1.341921543,female
sample2871,0.759375,female
sample2872,0.930042614,female
sample2873,0.701785714,female
sample2874,1.233952703,female
sample2875,0.907137784,female
sample2876,1.094702744,female
sample2877,1.3359375,female
sample2878,2.228816106,female
sample2879,1.385044643,female
sample2880,0.720982143,female
sample2881,1.11796875,female
sample2882,0.856584821,female
sample2883,0.78462358,female
sample2884,1.10953125,female
sample2885,2.523246951,female
sample2886,1.301398026,female
sample2887,1.449908088,female
sample2888,1.930921053,female
sample2889,2.123666159,female
sample2890,1.250710227,female
sample2891,1.12125,female
sample2892,2.403782895,female
sample2893,1.99828125,female
sample2894,1.677455357,female
sample2895,0.799266582,female
sample2896,1.061448317,female
sample2897,1.635,female
sample2898,1.288043478,female
sample2899,1.248728198,female
sample2900,0.890146684,female
sample2901,0.928925305,female
sample2902,1.500442217,female
sample2903,1.56625601,female
sample2904,1.147135417,female
sample2905,1.074048913,female
sample2906,1.721153846,female
sample2907,0.706054688,female
sample2908,0.680320946,female
sample2909,1.088778409,female
sample2910,1.338485054,female
sample2911,1.183866279,female
sample2912,0.559895833,female
sample2913,1.328506098,female
sample2914,0.619055707,female
sample2915,0.684121622,female
sample2916,2.020647321,female
sample2917,1.9765625,female
sample2918,1.592633929,female
sample2919,1.306770833,female
sample2920,1.333333333,female
sample2921,1.37890625,female
sample2922,0.943704044,female
sample2923,1.004261364,female
sample2924,0.533967391,female
sample2925,0.276241987,female
sample2926,0.461647727,female
sample2927,0.660665761,female
sample2928,0.492931548,female
sample2929,0.64546131,female
sample2930,0.620404412,female
sample2931,0.797475962,female
sample2932,0.127170139,female
sample2933,0.104992378,female
sample2934,0.115171371,female
sample2935,0.285773026,female
sample2936,0.184027778,female
sample2937,0.071915064,female
sample2938,0.063802083,female
sample2939,0.1703125,female
sample2940,0.115451389,female
sample2941,0.691611842,female
sample2942,0.855208333,female
sample2943,0.890136719,female
sample2944,0.378396739,female
sample2945,0.643359375,female
sample2946,0.676470588,female
sample2947,0.829545455,female
sample2948,1.228027344,female
sample2949,0.868359375,female
sample2950,1.295036765,female
sample2951,0.084302326,female
sample2952,0.158511513,female
sample2953,0.166852679,female
sample2954,0.145507813,female
sample2955,0.037790698,female
sample2956,0.0078125,female
sample2957,0.0078125,female
sample2958,0.0078125,female
sample2959,0.023290094,female
sample2960,1.007254464,female
sample2961,1.20140439,female
sample2962,0.791259766,female
sample2963,0.812544389,female
sample2964,0.92961238,female
sample2965,1.379975818,female
sample2966,1.205166903,female
sample2967,1.56419837,female
sample2968,0.512288411,female
sample2969,1.246279762,female
sample2970,0.944260817,female
sample2971,1.116465693,female
sample2972,0.806387442,female
sample2973,0.984863281,female
sample2974,1.237150493,female
sample2975,1.158156622,female
sample2976,0.357384315,female
sample2977,0.591227214,female
sample2978,0.809814453,female
sample2979,0.834263393,female
sample2980,0.37995515,female
sample2981,0.838357677,female
sample2982,0.963948568,female
sample2983,1.038004557,female
sample2984,0.498259171,female
sample2985,0.866827714,female
sample2986,0.354447798,female
sample2987,1.022135417,female
sample2988,0.524236506,female
sample2989,0.503336589,female
sample2990,0.559285482,female
sample2991,0.931980299,female
sample2992,0.585725204,female
sample2993,0.944380327,female
sample2994,0.703125,female
sample2995,1.372767857,female
sample2996,0.520907315,female
sample2997,0.715997869,female
sample2998,1.110491071,female
sample2999,1.001464844,female
sample3000,1.137491862,female
sample3001,0.930175781,female
sample3002,1.015625,female
sample3003,1.076416016,female
sample3004,0.793340774,female
sample3005,1.466619318,female
sample3006,1.289699389,female
sample3007,0.489366319,female
sample3008,0.781656901,female
sample3009,0.906982422,female
sample3010,1.182803199,female
sample3011,0.985351563,female
sample3012,0.476392663,female
sample3013,0.486450195,female
sample3014,0.405273438,female
sample3015,0.46105018,female
sample3016,0.522460938,female
sample3017,0.810546875,female
sample3018,0.538330078,female
sample3019,0.740559896,female
sample3020,0.549422554,female
sample3021,0.532769097,female
sample3022,0.455367477,female
sample3023,0.476597377,female
sample3024,0.494717685,female
sample3025,0.501302083,female
sample3026,0.409592849,female
sample3027,0.517781576,female
sample3028,0.419311523,female
sample3029,0.419921875,female
sample3030,0.411783854,female
sample3031,0.433304398,female
sample3032,0.327929688,female
sample3033,0.483022837,female
sample3034,0.367838542,female
sample3035,0.470252404,female
sample3036,0.42734375,female
sample3037,0.367382813,female
sample3038,0.359375,female
sample3039,0.394422743,female
sample3040,0.36722819,female
sample3041,0.448467548,female
sample3042,0.400578425,female
sample3043,0.419546274,female
sample3044,0.330810547,female
sample3045,0.516854745,female
sample3046,0.422551082,female
sample3047,0.554402669,female
sample3048,0.465901693,female
sample3049,0.454101563,female
sample3050,0.442708333,female
sample3051,0.479454627,female
sample3052,0.469637784,female
sample3053,0.528846154,female
sample3054,0.44453125,female
sample3055,0.462351832,female
sample3056,0.461425781,female
sample3057,0.451171875,female
sample3058,0.360281808,female
sample3059,0.429492188,female
sample3060,0.442911784,female
sample3061,0.4609375,female
sample3062,0.44151893,female
sample3063,0.491420201,female
sample3064,0.24395978,female
sample3065,0.235640914,female
sample3066,0.315504808,female
sample3067,0.291160301,female
sample3068,0.545789931,female
sample3069,0.693547175,female
sample3070,0.668073382,female
sample3071,0.699688947,female
sample3072,0.59516059,female
sample3073,0.454289363,female
sample3074,0.812355324,female
sample3075,0.376164363,female
sample3076,0.177770544,female
sample3077,0.177471454,female
sample3078,0.17578125,female
sample3079,0.186132813,female
sample3080,0.284517728,female
sample3081,0.196533203,female
sample3082,0.180288462,female
sample3083,0.287304688,female
sample3084,0.303485577,female
sample3085,0.214257813,female
sample3086,0.187800481,female
sample3087,0.270905671,female
sample3088,0.21465595,female
sample3089,0.177589699,female
sample3090,0.196940104,female
sample3091,0.176532452,female
sample3092,0.17183744,female
sample3093,0.174153646,female
sample3094,0.169020433,female
sample3095,0.218036358,female
sample3096,0.229130498,female
sample3097,0.176478795,female
sample3098,0.184100116,female
sample3099,0.756460337,female
sample3100,0.759089543,female
sample3101,0.69281684,female
sample3102,0.867874711,female
sample3103,0.806835938,female
sample3104,0.819769965,female
sample3105,0.584671586,female
sample3106,0.62890625,female
sample3107,0.443584736,female
sample3108,0.823748553,female
sample3109,0.170717593,female
sample3110,0.247757523,female
sample3111,0.211275541,female
sample3112,0.187813895,female
sample3113,0.172776442,female
sample3114,1.289300537,female
sample3115,1.688871397,female
sample3116,1.776678146,female
sample3117,1.749256089,female
sample3118,1.133598915,female
sample3119,1.732494696,female
sample3120,1.340775373,female
sample3121,2.190405273,female
sample3122,1.41177063,female
sample3123,1.351664708,female
sample3124,0.488985656,female
sample3125,0.76014459,female
sample3126,0.845108696,female
sample3127,0.354910714,female
sample3128,0.685132576,female
sample3129,0.595578457,female
sample3130,0.720588235,female
sample3131,0.70014881,female
sample3132,1.01953125,female
sample3133,1.11328125,female
sample3134,0.661328125,female
sample3135,0.577864583,female
sample3136,0.334263393,female
sample3137,0.751302083,female
sample3138,0.423639113,female
sample3139,0.566840278,female
sample3140,0.877604167,female
sample3141,0.614109848,female
sample3142,0.188720703,female
sample3143,0.297952586,female
sample3144,0.634014423,female
sample3145,0.767314189,female
sample3146,0.328962054,female
sample3147,0.293526786,female
sample3148,0.214725379,female
sample3149,0.497721354,female
sample3150,0.735452586,female
sample3151,0.354366987,female
sample3152,0.622488839,female
sample3153,1.361213235,female
sample3154,1.370192308,female
sample3155,0.71875,female
sample3156,0.637920673,female
sample3157,0.59375,female
sample3158,0.875558036,female
sample3159,0.5503125,female
sample3160,0.98828125,female
sample3161,0.766741071,female
sample3162,0.4140625,female
sample3163,0.533854167,female
sample3164,0.832899306,female
sample3165,0.909855769,female
sample3166,0.494270833,female
sample3167,0.791360294,female
sample3168,0.227022059,female
